player_id,player_name,position,season,recent_team,games,receptions,targets,receiving_yards,receiving_tds,def_interceptions,def_pass_defended,def_tackles_solo,def_sacks,def_interception_yards
00-0023658,L.McCoy,WR,2005,ARI,7,18,0,191,1,0,0,1,0.0,0
00-0023701,B.Childress,WR,2005,NE,1,3,0,32,0,0,0,3,0.0,0
00-0023727,D.Patterson,CB,2005,WAS,1,0,0,0,0,1,1,0,0.0,20
00-0000585,C.Bailey,CB,2006,DEN,16,0,0,0,0,10,21,68,1.0,162
00-0001388,D.Bly,CB,2006,DET,16,0,0,0,0,3,18,44,0.0,13
00-0001427,J.Bolden,CB,2006,TB,16,0,0,0,0,1,11,49,1.0,27
00-0001477,M.Booker,WR,2006,MIA,14,55,0,747,6,0,0,0,0.0,0
00-0001627,C.Bradford,WR,2006,DET,7,14,0,164,0,0,0,1,0.0,0
00-0001934,F.Brown,CB,2006,LA,14,0,0,0,0,3,10,57,1.0,17
00-0002068,T.Brown,WR,2006,NE,15,44,0,386,4,0,0,2,0.0,0
00-0002099,I.Bruce,WR,2006,LA,16,74,0,1098,3,0,0,1,0.0,0
00-0002919,C.Chavous,S,2006,LA,16,0,0,0,0,1,8,73,1.0,17
00-0004073,B.Dawkins,S,2006,PHI,16,0,0,0,0,4,14,68,1.0,38
00-0004541,D.Driver,WR,2006,GB,16,91,0,1288,8,0,0,2,0.0,0
00-0004673,T.Dwight,WR,2006,NYJ,9,16,0,112,0,0,0,0,0.0,0
00-0004915,B.Engram,WR,2006,SEA,6,24,0,290,1,0,0,1,0.0,0
00-0005720,J.Galloway,WR,2006,TB,14,62,0,1057,7,0,0,6,0.0,0
00-0006043,T.Glenn,WR,2006,DAL,15,70,0,1047,6,0,0,4,0.0,0
00-0006627,A.Hakim,WR,2006,DET,5,17,0,147,0,0,0,0,0.0,0
00-0006777,K.Hankton,WR,2006,CAR,11,3,0,31,0,0,0,7,0.0,0
00-0006915,A.Harris,CB,2006,GB,15,0,0,0,0,3,17,34,0.0,39
00-0007007,W.Harris,CB,2006,SF,15,0,0,0,0,8,20,51,1.0,84
00-0007024,M.Harrison,WR,2006,IND,16,95,0,1366,12,0,0,0,0.0,0
00-0007030,R.Harrison,S,2006,NE,10,0,0,0,0,1,3,26,0.5,2
00-0007468,I.Hilliard,WR,2006,TB,15,34,0,339,2,0,0,1,0.0,0
00-0007681,T.Holt,WR,2006,LA,16,93,0,1188,10,0,0,3,0.0,0
00-0007744,J.Horn,WR,2006,NO,10,37,0,679,4,0,0,1,0.0,0
00-0008115,D.Jackson,S,2006,CIN,11,0,0,0,0,1,4,35,1.5,46
00-0008265,T.James,CB,2006,CIN,16,0,0,0,0,4,14,32,0.0,44
00-0008561,K.Johnson,WR,2006,CAR,16,70,0,815,4,0,0,5,0.0,0
00-0008962,J.Jurevicius,WR,2006,CLE,12,40,0,495,3,0,0,2,0.0,0
00-0009106,B.Kelly,CB,2006,TB,2,0,0,0,0,0,0,10,0.0,0
00-0009163,E.Kennison,WR,2006,KC,16,53,0,860,5,0,0,3,0.0,0
00-0009687,T.Law,CB,2006,KC,16,0,0,0,0,4,9,58,1.0,11
00-0010264,S.Madison,CB,2006,NYG,12,0,0,0,0,2,10,27,0.0,28
00-0010500,D.Mason,WR,2006,BAL,15,68,0,750,2,0,0,0,0.0,0
00-0010668,K.McCardell,WR,2006,LAC,14,36,0,437,0,0,0,2,0.0,0
00-0010944,M.McKenzie,CB,2006,NO,14,0,0,0,0,2,10,24,0.0,54
00-0011053,R.McQuarters,CB,2006,NYG,16,0,0,0,0,2,8,44,1.0,67
00-0011326,L.Milloy,S,2006,ATL,16,0,0,0,0,0,5,59,2.0,0
00-0011641,S.Morey,WR,2006,PIT,13,2,0,29,0,0,0,9,0.0,0
00-0011754,R.Moss,WR,2006,LV,12,42,0,553,3,0,0,1,0.0,0
00-0011770,E.Moulds,WR,2006,HOU,15,57,0,557,1,0,0,0,0.0,0
00-0011795,M.Muhammad,WR,2006,CHI,16,60,0,863,5,0,0,3,0.0,0
00-0012478,T.Owens,WR,2006,DAL,16,85,0,1180,13,0,0,3,0.0,0
00-0012614,T.Parrish,S,2006,DAL,8,0,0,0,0,0,0,15,0.0,0
00-0012642,D.Patten,WR,2006,WAS,1,1,0,25,0,0,0,0,0.0,0
00-0013232,P.Price,WR,2006,BUF,16,50,0,402,3,0,0,1,0.0,0
00-0013268,R.Proehl,WR,2006,IND,2,3,0,30,0,0,0,0,0.0,0
00-0013888,M.Robinson,WR,2006,MIN,8,29,0,381,4,0,0,0,0.0,0
00-0013995,S.Rolle,CB,2006,BAL,16,0,0,0,0,3,11,43,1.0,60
00-0014504,L.Schulters,S,2006,ATL,4,0,0,0,0,0,0,5,0.0,0
00-0014539,C.Scott,CB,2006,NE,13,0,0,0,0,2,4,28,0.0,32
00-0015290,R.Smith,WR,2006,DEN,16,52,0,512,3,0,0,3,0.0,0
00-0015495,S.Springs,CB,2006,WAS,9,0,0,0,0,1,9,33,0.0,4
00-0015754,B.Stokley,WR,2006,IND,4,8,0,85,1,0,0,0,0.0,0
00-0015915,P.Surtain,CB,2006,KC,16,0,0,0,0,1,6,51,1.0,0
00-0016263,F.Thomas,CB,2006,NO,13,0,0,0,0,1,11,43,0.0,9
00-0016440,J.Thrash,WR,2006,WAS,12,12,0,151,1,0,0,7,0.0,0
00-0016550,A.Toomer,WR,2006,NYG,8,32,9,360,3,0,0,1,0.0,0
00-0016924,T.Vincent,S,2006,WAS,7,0,0,0,0,0,0,10,0.0,0
00-0017162,H.Ward,WR,2006,PIT,14,74,0,975,6,0,0,2,0.0,0
00-0017611,A.Whitted,WR,2006,LV,13,27,0,299,0,0,0,6,0.0,0
00-0017697,T.Wilkins,WR,2006,IND,15,0,0,0,0,0,0,1,0.0,0
00-0017930,S.Williams,S,2006,CAR,12,0,0,0,0,2,4,48,0.0,1
00-0018093,A.Winfield,CB,2006,MIN,16,0,0,0,0,4,14,80,0.0,33
00-0018958,L.Coles,WR,2006,NYJ,16,91,0,1098,6,0,0,1,0.0,0
00-0019242,D.Looker,WR,2006,LA,10,0,0,0,0,0,0,7,0.0,0
00-0019281,M.Furrey,WR,2006,DET,16,98,0,1086,6,0,0,3,0.0,0
00-0019302,B.Gilmore,WR,2006,SF,12,8,0,150,1,0,0,4,0.0,0
00-0019458,K.Kennedy,S,2006,DET,10,0,0,0,0,2,2,41,1.0,17
00-0019469,D.Barrett,CB,2006,NYJ,12,0,0,0,0,3,6,16,0.0,0
00-0019539,D.Hall,WR,2006,KC,15,26,0,204,2,0,0,0,0.0,0
00-0019552,T.Walters,WR,2006,ARI,15,23,0,209,2,0,0,2,0.0,0
00-0019560,D.Grant,S,2006,JAX,16,0,0,0,0,2,8,49,0.0,25
00-0019600,M.Lewis,WR,2006,NO,10,0,0,0,0,0,0,5,0.0,0
00-0019642,P.Burress,WR,2006,NYG,15,63,6,988,10,0,0,3,0.0,0
00-0019645,D.O'Neal,CB,2006,CIN,12,0,0,0,0,1,10,25,0.0,42
00-0019650,D.Northcutt,WR,2006,CLE,13,22,0,228,0,0,0,1,0.0,0
00-0019656,T.Tillman,S,2006,MIA,10,0,0,0,0,0,3,24,0.0,0
00-0019663,D.Jackson,WR,2006,SEA,13,63,0,956,10,0,0,5,0.0,0
00-0019699,M.Brown,S,2006,CHI,6,0,0,0,0,0,1,13,0.0,0
00-0019703,J.Porter,WR,2006,LV,1,1,0,19,0,0,0,1,0.0,0
00-0019721,T.Taylor,WR,2006,MIN,16,57,0,651,3,0,0,1,0.0,0
00-0019724,M.Roman,S,2006,SF,16,0,0,0,0,1,7,40,1.0,27
00-0019733,N.Harper,CB,2006,IND,15,0,0,0,0,3,9,44,0.0,18
00-0019976,D.Bennett,WR,2006,TEN,13,46,0,737,3,0,0,3,0.0,0
00-0019997,A.Chatman,WR,2006,CIN,3,3,0,22,0,0,0,0,0.0,0
00-0020301,R.Hill,S,2006,MIA,16,0,0,0,0,2,9,54,0.0,33
00-0020329,A.Henry,CB,2006,DAL,16,0,0,0,0,2,21,72,0.0,41
00-0020337,S.Smith,WR,2006,CAR,14,83,0,1166,8,0,0,1,0.0,0
00-0020361,A.Bannister,WR,2006,BAL,1,0,0,0,0,0,0,2,0.0,0
00-0020381,J.McCareins,WR,2006,NYJ,12,23,0,347,1,0,0,3,0.0,0
00-0020385,D.Smith,S,2006,MIN,15,0,0,0,0,4,6,52,1.0,81
00-0020397,C.Johnson,WR,2006,CIN,16,87,0,1370,7,0,0,0,0.0,0
00-0020427,Q.Morgan,WR,2006,DEN,7,0,0,0,0,0,0,0,0.0,0
00-0020428,R.Ferguson,WR,2006,GB,4,5,0,31,1,0,0,2,0.0,0
00-0020438,T.Houshmandzadeh,WR,2006,CIN,14,90,0,1081,9,0,0,1,0.0,0
00-0020446,C.Chambers,WR,2006,MIA,16,59,0,677,4,0,0,1,0.0,0
00-0020452,C.Wilson,WR,2006,PIT,14,37,0,504,1,0,0,1,0.0,0
00-0020490,K.Robinson,WR,2006,GB,4,7,0,89,0,0,0,0,0.0,0
00-0020494,S.Moss,WR,2006,WAS,14,55,0,790,6,0,0,1,0.0,0
00-0020495,N.Clements,S,2006,BUF,16,0,0,0,0,3,20,49,0.0,80
00-0020498,R.Wayne,WR,2006,IND,16,86,0,1310,9,0,0,1,0.0,0
00-0020499,K.Lucas,CB,2006,CAR,13,0,0,0,0,3,10,26,0.0,13
00-0020503,A.Dyson,CB,2006,NYJ,15,0,0,0,0,4,8,38,0.0,-3
00-0020505,A.Wilson,S,2006,ARI,16,0,0,0,0,4,10,62,5.0,146
00-0020521,A.Archuleta,S,2006,WAS,14,0,0,0,0,0,1,37,1.0,0
00-0020522,F.Smoot,CB,2006,MIN,14,0,0,0,0,1,5,57,0.0,47
00-0020525,R.Gardner,WR,2006,KC,5,2,0,17,0,0,0,4,0.0,0
00-0020571,C.Hart,S,2006,LAC,16,0,0,0,0,3,8,33,0.0,37
00-0020692,E.Drummond,WR,2006,DET,14,2,0,10,0,0,0,2,0.0,0
00-0020735,D.Lewis,WR,2006,HOU,2,1,0,5,0,0,0,0,0.0,0
00-0020794,E.Shepherd,WR,2006,HOU,5,3,0,22,0,0,0,0,0.0,0
00-0020904,E.Parker,WR,2006,LAC,15,48,0,659,0,0,0,2,0.0,0
00-0020974,K.Davis,S,2006,DAL,9,0,0,0,0,0,0,15,0.0,0
00-0021041,L.Walls,CB,2006,KC,16,0,0,0,0,0,4,25,0.0,0
00-0021096,M.Manuel,S,2006,GB,16,0,0,0,0,1,3,44,0.0,29
00-0021129,M.Jennings,WR,2006,NYG,4,5,0,49,0,0,0,1,0.0,0
00-0021143,R.Williams,S,2006,DAL,16,0,0,0,0,5,14,48,0.0,33
00-0021147,D.Stallworth,WR,2006,PHI,11,38,8,725,5,0,0,2,0.0,0
00-0021152,A.Lelie,WR,2006,ATL,13,28,0,430,1,0,0,1,0.0,0
00-0021153,J.Walker,WR,2006,DEN,16,69,0,1084,8,0,0,1,0.0,0
00-0021157,L.Sheppard,CB,2006,PHI,11,0,0,0,0,6,19,20,0.0,157
00-0021163,J.Gaffney,WR,2006,NE,7,11,0,142,1,0,0,0,0.0,0
00-0021166,J.Reed,WR,2006,BUF,12,34,0,410,2,0,0,0,0.0,0
00-0021174,T.Carter,WR,2006,NYG,12,22,2,253,2,0,0,0,0.0,0
00-0021175,A.Davis,WR,2006,BUF,14,2,0,13,0,0,0,12,0.0,0
00-0021176,R.Caldwell,WR,2006,NE,16,61,0,760,4,0,0,1,0.0,0
00-0021185,M.Lewis,S,2006,PHI,14,0,0,0,0,2,9,42,2.0,105
00-0021186,S.Brown,CB,2006,PHI,16,0,0,0,0,1,11,32,0.0,70
00-0021187,J.McGraw,S,2006,DET,14,0,0,0,0,0,2,31,0.0,0
00-0021190,A.Randle El,WR,2006,WAS,16,32,0,351,3,0,0,1,0.0,0
00-0021191,A.Bryant,WR,2006,SF,14,41,0,747,3,0,0,5,0.0,0
00-0021192,D.Branch,WR,2006,SEA,14,53,0,725,4,0,0,4,0.0,0
00-0021194,A.Goodman,CB,2006,MIA,15,0,0,0,0,0,9,24,0.0,0
00-0021212,C.Russell,WR,2006,MIA,2,2,0,14,0,0,0,0,0.0,0
00-0021219,C.Hope,S,2006,TEN,16,0,0,0,0,5,15,75,0.0,105
00-0021310,J.Elliott,WR,2006,ATL,1,0,0,0,0,0,0,1,0.0,0
00-0021337,R.Curry,WR,2006,LV,15,62,0,727,1,0,0,2,0.0,0
00-0021353,D.Givens,WR,2006,TEN,4,8,0,104,0,0,0,1,0.0,0
00-0021381,Q.Jammer,CB,2006,LAC,16,0,0,0,0,4,18,58,0.0,57
00-0021460,C.Hankton,WR,2006,JAX,4,5,0,48,0,0,0,1,0.0,0
00-0021503,R.Hood,CB,2006,PHI,8,0,0,0,0,0,3,16,1.0,0
00-0021508,G.Lewis,WR,2006,PHI,15,24,2,348,2,0,0,4,0.0,0
00-0021512,Q.Mikell,S,2006,PHI,14,0,0,0,0,0,1,29,0.0,0
00-0021570,K.Osgood,WR,2006,LAC,9,0,0,0,0,0,0,7,0.0,0
00-0021629,J.Adkisson,WR,2006,LV,1,1,0,9,0,0,0,0,0.0,0
00-0021780,A.Moorehead,WR,2006,IND,5,8,0,82,1,1,1,0,0.0,0
00-0021852,T.Devoe,WR,2006,DEN,1,0,0,0,0,0,0,1,0.0,0
00-0021886,W.Young,WR,2006,PIT,1,1,0,17,0,0,0,0,0.0,0
00-0021891,I.Taylor,CB,2006,PIT,16,0,0,0,0,2,12,51,0.0,34
00-0021915,S.Aiken,WR,2006,BUF,8,0,0,0,0,0,0,4,0.0,0
00-0021923,W.Ponder,WR,2006,LA,12,0,0,0,0,0,0,1,0.0,0
00-0021927,D.Tyree,WR,2006,NYG,13,19,0,197,2,0,0,12,0.0,0
00-0021931,K.Walter,WR,2006,HOU,13,17,0,160,0,0,0,9,0.0,0
00-0021956,A.Samuel,CB,2006,NE,15,0,0,0,0,10,24,49,0.0,120
00-0021973,D.Kircus,WR,2006,DEN,11,9,0,187,0,0,0,0,0.0,0
00-0021981,S.McDonald,WR,2006,LA,16,13,0,136,1,0,0,0,0.0,0
00-0021982,J.Gage,WR,2006,CHI,2,4,0,68,0,0,0,1,0.0,0
00-0021993,Be.Johnson,WR,2006,MIN,11,9,0,156,0,0,0,0,0.0,0
00-0021994,D.Florence,CB,2006,LAC,16,0,0,0,0,3,16,45,0.0,24
00-0021999,N.Burleson,WR,2006,SEA,15,18,0,192,2,0,0,2,0.0,0
00-0022001,K.Curtis,WR,2006,LA,13,39,0,469,4,0,0,0,0.0,0
00-0022008,T.McGee,CB,2006,BUF,15,0,0,0,0,0,11,47,0.0,0
00-0022044,A.Johnson,WR,2006,HOU,16,103,0,1147,5,0,0,6,0.0,0
00-0022045,T.Newman,CB,2006,DAL,16,0,0,0,0,1,12,46,0.0,12
00-0022046,M.Trufant,CB,2006,SEA,15,0,0,0,0,1,11,51,0.0,0
00-0022064,A.Battle,WR,2006,SF,16,60,0,683,3,0,0,2,0.0,0
00-0022067,Y.Bell,S,2006,MIA,16,0,0,0,0,0,12,38,2.0,0
00-0022077,N.Asomugha,CB,2006,LV,15,0,0,0,0,8,19,43,1.0,59
00-0022080,R.Mathis,CB,2006,JAX,16,0,0,0,0,8,21,54,0.0,146
00-0022084,A.Boldin,WR,2006,ARI,16,83,0,1203,4,0,0,5,0.0,0
00-0022088,T.Kiel,S,2006,LAC,14,0,0,0,0,0,2,28,0.0,0
00-0022097,B.Lloyd,WR,2006,WAS,13,23,0,365,0,0,0,0,0.0,0
00-0022102,D.Gabriel,WR,2006,LV,13,30,0,428,3,0,0,4,0.0,0
00-0022119,T.Polamalu,S,2006,PIT,13,0,0,0,0,3,9,47,1.0,51
00-0022123,C.Tillman,CB,2006,CHI,14,0,0,0,0,5,14,59,0.0,32
00-0022124,T.Jacobs,WR,2006,SF,3,4,0,29,0,0,0,0,0.0,0
00-0022135,B.McMullen,WR,2006,MIN,12,23,0,307,2,0,0,1,0.0,0
00-0022142,C.Branch,S,2006,CAR,9,0,0,0,0,1,1,13,0.0,0
00-0022144,B.Wade,WR,2006,TEN,16,33,0,461,2,0,0,0,0.0,0
00-0022156,Bry.Johnson,WR,2006,ARI,16,40,0,740,4,0,0,4,0.0,0
00-0022168,M.Lehan,CB,2006,MIA,10,0,0,0,0,0,2,13,0.0,0
00-0022171,K.Washington,WR,2006,CIN,4,9,0,115,1,0,0,2,0.0,0
00-0022216,N.Vasher,CB,2006,CHI,14,0,0,0,0,3,8,26,0.0,11
00-0022218,E.Coleman,S,2006,NYJ,16,0,0,0,0,1,4,45,0.0,3
00-0022307,J.Jones,WR,2006,NO,11,6,0,108,1,0,0,7,0.0,0
00-0022308,K.Kight,WR,2006,NE,3,1,0,9,0,0,0,0,0.0,0
00-0022344,R.Gay,CB,2006,NE,2,0,0,0,0,0,0,2,0.0,0
00-0022352,B.Sapp,CB,2006,KC,8,0,0,0,0,0,0,14,0.0,0
00-0022388,T.Copper,WR,2006,NO,13,23,0,385,3,0,0,4,0.0,0
00-0022409,J.Babineaux,S,2006,SEA,14,0,0,0,0,1,4,37,0.0,20
00-0022414,M.Floyd,WR,2006,LAC,9,15,0,210,3,0,0,1,0.0,0
00-0022421,R.Martin,WR,2006,GB,11,21,0,358,1,0,0,3,0.0,0
00-0022427,W.Welker,WR,2006,MIA,16,67,0,687,1,0,0,0,0.0,0
00-0022527,J.Greer,CB,2006,BUF,11,0,0,0,0,0,1,16,0.0,0
00-0022662,J.Winborne,CB,2006,BAL,1,0,0,0,0,0,0,1,0.0,0
00-0022701,D.Hackett,WR,2006,SEA,13,45,0,610,4,0,0,0,0.0,0
00-0022725,M.Clayton,WR,2006,TB,12,33,0,356,1,0,0,2,0.0,0
00-0022726,K.Colbert,WR,2006,CAR,4,5,0,56,0,0,0,1,0.0,0
00-0022735,D.Robinson,CB,2006,HOU,16,0,0,0,0,2,12,60,0.0,9
00-0022754,S.Parker,WR,2006,KC,16,41,0,561,1,0,0,1,0.0,0
00-0022766,P.Crayton,WR,2006,DAL,15,36,0,516,4,0,0,0,0.0,0
00-0022767,J.Reeves,CB,2006,DAL,8,0,0,0,0,0,1,9,0.0,0
00-0022781,M.Jenkins,WR,2006,ATL,16,39,0,436,7,0,0,0,0.0,0
00-0022807,B.Berrian,WR,2006,CHI,15,51,0,775,6,0,0,3,0.0,0
00-0022811,J.Cotchery,WR,2006,NYJ,16,82,0,961,6,0,0,0,0.0,0
00-0022819,M.Mann,WR,2006,MIN,1,0,0,0,0,0,0,0,0.0,0
00-0022826,C.Moore,WR,2006,BAL,1,2,0,1,1,0,0,0,0.0,0
00-0022843,S.Spencer,CB,2006,SF,13,0,0,0,0,1,9,47,2.0,0
00-0022844,S.Jones,S,2006,CLE,16,0,0,0,0,5,16,56,0.5,46
00-0022869,G.Earl,S,2006,HOU,15,0,0,0,0,1,4,50,2.0,2
00-0022873,J.Morant,WR,2006,LV,3,7,0,70,0,0,0,0,0.0,0
00-0022879,D.Carter,WR,2006,CAR,10,28,0,357,3,0,0,2,0.0,0
00-0022882,M.Jones,WR,2006,TB,6,0,0,0,0,0,0,0,0.0,0
00-0022889,R.Williams,WR,2006,JAX,16,53,0,615,4,0,0,3,0.0,0
00-0022900,W.Allen,S,2006,TB,16,0,0,0,0,0,1,40,0.0,0
00-0022901,E.Wilford,WR,2006,JAX,15,36,0,524,2,0,0,0,0.0,0
00-0022909,R.Williams,WR,2006,DET,16,82,0,1310,7,0,0,2,0.0,0
00-0022910,L.Evans,WR,2006,BUF,16,82,0,1291,8,0,0,3,0.0,0
00-0022914,C.Gamble,CB,2006,CAR,15,0,0,0,0,3,12,52,1.0,41
00-0022921,L.Fitzgerald,WR,2006,ARI,13,68,0,941,6,0,0,1,0.0,0
00-0022923,D.Hall,S,2006,ATL,16,1,0,0,0,4,16,44,0.0,128
00-0022929,D.Henderson,WR,2006,NO,10,32,0,745,5,0,0,1,0.0,0
00-0022944,B.Sanders,S,2006,IND,4,0,0,0,0,1,2,12,0.0,0
00-0023176,J.Cribbs,WR,2006,CLE,16,10,0,91,0,0,0,9,0.0,0
00-0023188,J.Rector,WR,2006,DAL,1,0,0,0,0,0,0,0,0.0,0
00-0023213,A.Francisco,S,2006,ARI,16,0,0,0,0,2,3,37,0.0,61
00-0023222,C.Holiday,WR,2006,GB,4,9,0,126,0,0,0,1,0.0,0
00-0023310,L.Moore,WR,2006,NO,4,1,0,10,0,0,0,0,0.0,0
00-0023367,N.Washington,WR,2006,PIT,16,35,0,624,4,0,0,3,0.0,0
00-0023404,A.Bigby,S,2006,GB,2,0,0,0,0,0,0,1,0.0,0
00-0023408,G.Camarillo,WR,2006,LAC,3,0,0,0,0,0,0,2,0.0,0
00-0023429,R.Davis,WR,2006,CHI,15,22,0,307,2,0,0,10,0.0,0
00-0023438,B.Edwards,WR,2006,CLE,16,60,0,879,6,0,0,2,0.0,0
00-0023442,T.Williamson,WR,2006,MIN,12,37,0,455,0,0,0,3,0.0,0
00-0023443,A.Rolle,S,2006,ARI,16,0,0,0,0,1,11,62,0.0,23
00-0023444,C.Rogers,CB,2006,WAS,15,0,0,0,0,1,17,56,1.0,0
00-0023452,M.Williams,WR,2006,DET,5,8,0,99,1,0,0,1,0.0,0
00-0023456,M.Jones,WR,2006,JAX,13,41,0,643,4,0,0,1,0.0,0
00-0023457,M.Clayton,WR,2006,BAL,16,67,0,939,5,0,0,5,0.0,0
00-0023462,R.White,WR,2006,ATL,14,30,0,506,0,0,0,1,0.0,0
00-0023469,B.Pool,S,2006,CLE,15,0,0,0,0,1,8,47,1.0,0
00-0023470,R.Brown,WR,2006,PHI,16,47,1,836,8,0,0,0,0.0,0
00-0023473,S.Routt,CB,2006,LV,10,0,0,0,0,1,2,20,0.0,6
00-0023474,M.Bradley,WR,2006,CHI,6,14,0,282,3,0,0,1,0.0,0
00-0023475,J.Bullocks,S,2006,NO,15,0,0,0,0,2,7,41,0.0,14
00-0023478,C.Webster,CB,2006,NYG,11,0,0,0,0,1,12,33,1.0,0
00-0023485,R.Bartell,CB,2006,LA,11,0,0,0,0,3,6,23,0.0,63
00-0023490,R.Parrish,WR,2006,BUF,16,23,0,320,2,0,0,0,0.0,0
00-0023491,Da.Williams,CB,2006,DEN,15,0,0,0,0,4,9,69,1.0,37
00-0023496,V.Jackson,WR,2006,LAC,13,27,0,453,6,0,0,0,0.0,0
00-0023497,B.McFadden,CB,2006,PIT,16,0,0,0,0,3,12,32,0.0,39
00-0023503,C.Roby,WR,2006,TEN,6,2,0,28,0,0,0,2,0.0,0
00-0023507,S.Wilson,CB,2006,DET,9,0,0,0,0,0,5,25,0.0,0
00-0023510,E.Green,CB,2006,ARI,15,0,0,0,0,0,12,35,0.0,0
00-0023518,C.Henry,WR,2006,CIN,11,36,0,605,9,0,0,1,0.0,0
00-0023519,E.Hobbs,CB,2006,NE,14,0,0,0,0,2,6,29,0.0,79
00-0023531,B.Jones,WR,2006,TEN,13,27,0,384,4,0,0,0,0.0,0
00-0023549,J.Mathis,WR,2006,HOU,2,0,0,0,0,0,0,0,0.0,0
00-0023570,R.Williams,WR,2006,TEN,7,8,0,121,0,0,0,0,0.0,0
00-0023618,C.Owens,WR,2006,JAX,4,0,0,0,0,0,0,0,0.0,0
00-0023623,T.Perry,WR,2006,CIN,2,5,0,81,0,0,0,2,0.0,0
00-0023650,R.Hill,CB,2006,TEN,15,0,0,0,0,2,5,34,0.0,20
00-0023657,P.Warren,WR,2006,TB,4,5,0,63,0,0,0,0,0.0,0
00-0023701,B.Childress,WR,2006,NE,1,2,0,7,0,0,0,0,0.0,0
00-0023790,B.Clark,WR,2006,DEN,6,0,0,0,0,0,0,0,0.0,0
00-0023822,S.Bodiford,WR,2006,GB,4,0,0,0,0,0,0,3,0.0,0
00-0023867,T.Biddle,WR,2006,CAR,2,3,0,37,0,0,0,1,0.0,0
00-0023877,D.Byrum,CB,2006,CAR,3,0,0,0,0,0,1,7,0.0,0
00-0023889,C.Francies,WR,2006,GB,3,2,0,16,0,0,0,1,0.0,0
00-0023918,J.Bush,CB,2006,GB,9,0,0,0,0,0,0,7,0.0,0
00-0023921,M.Austin,WR,2006,DAL,9,0,0,0,0,0,0,5,0.0,0
00-0023947,W.Buchanon,WR,2006,LV,1,1,0,9,0,0,0,0,0.0,0
00-0023953,S.Hurd,WR,2006,DAL,12,5,0,75,0,0,0,12,0.0,0
00-0023968,M.Spurlock,WR,2006,ARI,1,4,0,31,0,0,0,0,0.0,0
00-0023981,M.Nance,WR,2006,MIN,1,4,0,33,0,0,0,0,0.0,0
00-0023998,S.Gregory,S,2006,LAC,8,0,0,0,0,0,0,7,0.0,0
00-0024013,H.Baskett,WR,2006,PHI,13,22,0,464,2,0,0,2,0.0,0
00-0024044,D.Ellis,WR,2006,DET,5,4,0,41,0,0,0,2,0.0,0
00-0024171,W.Wright,WR,2006,NYJ,4,0,0,0,0,0,0,5,0.0,0
00-0024174,G.Holt,WR,2006,CIN,7,1,0,3,0,0,0,1,0.0,0
00-0024178,K.Dockery,CB,2006,NYG,12,0,0,0,0,2,8,25,0.0,100
00-0024223,D.Whitner,S,2006,BUF,15,0,0,0,0,1,5,42,0.0,10
00-0024234,A.Cromartie,CB,2006,LAC,13,0,0,0,0,0,5,19,0.0,0
00-0024239,J.Joseph,CB,2006,CIN,16,0,0,0,0,0,20,42,0.0,0
00-0024240,S.Holmes,WR,2006,PIT,16,49,0,824,2,0,0,1,0.0,0
00-0024251,C.Jackson,WR,2006,NE,10,13,0,152,3,0,0,1,0.0,0
00-0024255,D.Bullocks,S,2006,DET,13,0,0,0,0,0,3,47,1.0,0
00-0024257,D.Manning,S,2006,CHI,16,0,0,0,0,2,7,45,0.0,26
00-0024258,R.Harper,S,2006,NO,5,0,0,0,0,0,3,14,1.0,0
00-0024259,S.Moss,WR,2006,NYG,5,5,1,25,0,0,0,0,0.0,0
00-0024263,C.Griffin,S,2006,MIN,13,0,0,0,0,2,10,34,0.0,4
00-0024267,G.Jennings,WR,2006,GB,14,45,0,632,3,0,0,3,0.0,0
00-0024269,B.Pollard,S,2006,KC,12,0,0,0,0,0,1,11,0.0,0
00-0024272,D.Hester,WR,2006,CHI,16,0,0,0,0,0,0,9,0.0,0
00-0024273,R.Marshall,CB,2006,CAR,16,0,0,0,0,3,15,66,1.0,59
00-0024277,T.Jennings,CB,2006,IND,3,0,0,0,0,0,0,5,0.0,0
00-0024285,A.Youboty,CB,2006,BUF,1,0,0,0,0,0,0,0,0.0,0
00-0024293,T.Wilson,WR,2006,CLE,2,2,0,32,0,0,0,0,0.0,0
00-0024297,D.Hagan,WR,2006,MIA,11,21,0,221,1,0,0,1,0.0,0
00-0024299,B.Williams,WR,2006,SF,13,0,0,0,0,0,0,0,0.0,0
00-0024305,M.Stovall,WR,2006,TB,4,7,0,102,0,0,0,0,0.0,0
00-0024310,W.Reid,WR,2006,PIT,1,0,0,0,0,0,0,0,0.0,0
00-0024318,B.Smith,WR,2006,NYJ,15,9,0,61,0,0,0,9,0.0,0
00-0024320,K.Simpson,S,2006,BUF,16,0,0,0,0,2,4,40,1.0,76
00-0024324,J.Avant,WR,2006,PHI,6,7,0,68,1,0,0,3,0.0,0
00-0024326,D.Williams,WR,2006,BAL,14,22,0,396,2,0,0,1,0.0,0
00-0024334,B.Marshall,WR,2006,DEN,10,20,0,309,2,0,0,6,0.0,0
00-0024340,S.Green,WR,2006,DAL,2,0,0,0,0,0,0,0,0.0,0
00-0024360,D.Landry,S,2006,BAL,16,0,0,0,0,5,11,42,3.0,101
00-0024372,C.Peprah,S,2006,GB,3,0,0,0,0,0,0,2,0.0,0
00-0024387,R.Doughty,S,2006,WAS,8,0,0,0,0,0,0,8,0.0,0
