player_id,player_name,position,season,recent_team,games,receptions,targets,receiving_yards,receiving_tds,def_interceptions,def_pass_defended,def_tackles_solo,def_sacks,def_interception_yards
00-0000017,D.Abraham,CB,1999,TB,16,0,0,0,0,7,25,49,2.0,115
00-0000025,K.Abrams,CB,1999,DET,1,0,0,0,0,0,0,1,0.0,0
00-0000145,D.Alexander,WR,1999,KC,16,54,105,832,2,0,0,1,0.0,0
00-0000172,B.Alford,WR,1999,NYG,2,1,5,7,1,0,0,0,0.0,0
00-0000204,E.Allen,CB,1999,OAK,16,0,0,0,0,3,17,42,0.0,33
00-0000261,A.Ambrose,CB,1999,NO,16,0,0,0,0,6,22,46,0.0,27
00-0000387,R.Anthony,WR,1999,TB,13,30,60,296,1,0,0,0,0.0,0
00-0000422,J.Armour,WR,1999,BAL,14,33,78,462,4,0,0,6,0.0,0
00-0000559,J.Azumah,CB,1999,CHI,13,0,0,0,0,0,1,25,0.0,0
00-0000585,C.Bailey,CB,1999,WAS,16,0,0,0,0,5,16,64,1.0,55
00-0000627,E.Baker,WR,1999,ATL,3,7,14,118,0,0,0,1,0.0,0
00-0000696,A.Banks,CB,1999,MIN,5,0,0,0,0,0,0,11,0.0,0
00-0000765,R.Barlow,WR,1999,JAX,14,16,28,202,0,0,0,0,0.0,0
00-0000869,D.Bates,WR,1999,CHI,4,2,7,19,0,0,0,1,0.0,0
00-0000872,M.Bates,WR,1999,CAR,16,1,1,2,0,0,0,8,0.0,0
00-0000939,A.Beasley,CB,1999,JAX,16,0,0,0,0,6,18,55,1.5,200
00-0000969,B.Bech,WR,1999,NO,7,4,8,65,1,0,0,11,0.0,0
00-0001054,T.Bell,CB,1999,GB,1,0,0,0,0,0,0,1,0.0,0
00-0001266,B.Bishop,S,1999,TEN,14,0,0,0,0,0,2,49,2.5,0
00-0001317,W.Blackwell,WR,1999,PIT,11,20,36,186,0,0,0,1,0.0,0
00-0001388,D.Bly,CB,1999,STL,12,0,0,0,0,3,8,16,0.0,53
00-0001427,J.Bolden,CB,1999,KC,2,0,0,0,0,0,0,2,0.0,0
00-0001477,M.Booker,WR,1999,CHI,8,19,33,219,3,0,0,1,0.0,0
00-0001532,D.Boston,WR,1999,ARI,15,40,81,473,2,0,0,2,0.0,0
00-0001582,F.Bownes,WR,1999,SEA,12,4,6,68,1,0,0,13,0.0,0
00-0001627,C.Bradford,WR,1999,GB,16,37,90,637,5,0,0,18,0.0,0
00-0001713,T.Braxton,S,1999,DEN,14,0,0,0,0,0,0,32,1.0,0
00-0001719,C.Brazzell,WR,1999,DAL,4,5,11,114,0,0,0,0,0.0,0
00-0001783,V.Brisby,WR,1999,NE,11,18,33,266,0,0,0,1,0.0,0
00-0001842,M.Brooks,WR,1999,CHI,9,14,27,160,0,0,0,1,0.0,0
00-0001897,C.Brown,S,1999,DET,10,0,0,0,0,0,0,15,0.0,0
00-0001931,E.Brown,S,1999,DEN,10,0,0,0,0,1,1,50,1.5,13
00-0001934,F.Brown,CB,1999,SD,6,0,0,0,0,0,2,30,0.0,0
00-0001981,L.Brown,S,1999,PIT,9,0,0,0,0,0,1,13,1.0,0
00-0002005,N.Brown,WR,1999,PHI,8,18,36,188,1,0,0,0,0.0,0
00-0002058,T.Brown,WR,1999,OAK,16,90,145,1344,6,0,0,2,0.0,0
00-0002068,T.Brown,WR,1999,NE,13,36,56,471,1,0,0,5,0.0,0
00-0002099,I.Bruce,WR,1999,STL,15,69,109,1073,11,0,0,3,0.0,0
00-0002180,C.Buckley,CB,1999,WAS,2,0,0,0,0,0,0,1,0.0,0
00-0002328,J.Burris,CB,1999,IND,16,0,0,0,0,2,13,60,2.0,83
00-0002424,L.Butler,S,1999,GB,16,0,0,0,0,2,6,36,1.0,0
00-0002469,I.Byrd,WR,1999,TEN,11,14,25,261,2,0,0,3,0.0,0
00-0002544,C.Calloway,WR,1999,ATL,11,22,43,314,1,0,0,0,0.0,0
00-0002613,C.Canty,CB,1999,SEA,12,0,0,0,0,3,11,26,0.0,26
00-0002666,K.Carpenter,S,1999,BUF,3,0,0,0,0,0,0,4,0.0,0
00-0002701,R.Carruth,WR,1999,CAR,5,14,26,200,0,0,0,1,0.0,0
00-0002721,C.Carter,WR,1999,MIN,15,90,136,1241,13,0,0,1,0.0,0
00-0002722,D.Carter,CB,1999,DEN,14,0,0,0,0,2,12,44,0.0,48
00-0002748,M.Carter,S,1999,ATL,11,0,0,0,0,1,4,44,0.0,4
00-0002919,C.Chavous,S,1999,ARI,14,0,0,0,0,1,4,27,0.0,1
00-0002942,D.Chiaverini,WR,1999,CLE,14,44,76,487,4,0,0,0,0.0,0
00-0002962,W.Chrebet,WR,1999,NYJ,11,48,81,631,3,0,0,1,0.0,0
00-0003175,M.Cody,WR,1999,ARI,13,6,11,60,1,0,0,0,0.0,0
00-0003378,A.Connell,WR,1999,WAS,15,62,121,1132,7,0,0,2,0.0,0
00-0003396,C.Conway,WR,1999,CHI,9,44,79,426,4,0,0,2,0.0,0
00-0003441,A.Cooper,WR,1999,DEN,7,9,17,98,0,0,0,0,0.0,0
00-0003661,R.Crockett,CB,1999,DEN,16,0,0,0,0,2,10,55,2.0,14
00-0003700,G.Crowell,WR,1999,DET,16,81,147,1338,7,0,0,2,0.0,0
00-0003944,B.Davis,WR,1999,BAL,13,6,15,121,0,0,0,10,0.0,0
00-0004071,Z.Davis,WR,1999,CLE,4,2,8,38,0,0,0,1,0.0,0
00-0004073,B.Dawkins,S,1999,PHI,16,0,0,0,0,4,24,53,1.5,127
00-0004077,S.Dawkins,WR,1999,SEA,16,58,114,992,7,0,0,1,0.0,0
00-0004079,L.Dawsey,WR,1999,NO,8,16,33,196,1,0,0,11,0.0,0
00-0004208,T.Denton,CB,1999,WAS,12,0,0,0,0,0,3,18,0.0,0
00-0004318,C.Dimry,CB,1999,SD,11,0,0,0,0,2,7,30,0.0,1
00-0004337,C.Dishman,CB,1999,KC,16,0,0,0,0,5,21,55,0.0,95
00-0004386,C.Doering,WR,1999,DEN,3,3,5,22,0,0,0,0,0.0,0
00-0004463,D.Douglas,WR,1999,PHI,11,8,16,79,1,0,0,7,0.0,0
00-0004519,T.Drakeford,CB,1999,NO,8,0,0,0,0,0,4,22,0.0,0
00-0004541,D.Driver,WR,1999,GB,4,3,7,31,1,0,0,0,0.0,0
00-0004634,D.Dunn,WR,1999,CLE,6,1,2,4,0,0,0,0,0.0,0
00-0004673,T.Dwight,WR,1999,ATL,12,32,50,669,7,0,0,0,0.0,0
00-0004694,K.Dyson,WR,1999,TEN,16,54,103,658,4,0,0,2,0.0,0
00-0004705,Q.Early,WR,1999,NYJ,9,6,17,83,0,0,0,0,0.0,0
00-0004780,T.Edwards,WR,1999,PIT,16,61,118,714,5,0,0,4,0.0,0
00-0004888,B.Emanuel,WR,1999,TB,11,22,52,238,1,0,0,1,0.0,0
00-0004915,B.Engram,WR,1999,CHI,16,88,148,947,4,0,0,4,0.0,0
00-0005231,B.Finneran,WR,1999,PHI,2,2,4,21,0,0,0,1,0.0,0
00-0005244,C.Fisher,CB,1999,CIN,1,0,0,0,0,0,0,0,0.0,0
00-0005562,A.Freeman,WR,1999,GB,16,74,132,1074,6,0,0,3,0.0,0
00-0005616,I.Fryar,WR,1999,WAS,14,26,46,254,2,0,0,0,0.0,0
00-0005627,C.Fuller,CB,1999,CLE,16,0,0,0,0,0,11,50,0.0,0
00-0005668,O.Gadsden,WR,1999,MIA,15,48,89,803,6,0,0,3,0.0,0
00-0005720,J.Galloway,WR,1999,SEA,8,22,52,335,1,0,0,2,0.0,0
00-0005785,S.Garnes,S,1999,NYG,16,0,0,0,0,2,6,55,1.0,7
00-0005903,J.German,WR,1999,ATL,10,12,20,219,3,0,0,5,0.0,0
00-0005932,D.Gibson,WR,1999,CLE,2,0,0,0,0,0,0,1,0.0,0
00-0006043,T.Glenn,WR,1999,NE,14,69,115,1147,4,0,0,4,0.0,0
00-0006210,J.Graham,WR,1999,SD,16,57,114,968,2,0,0,4,0.0,0
00-0006265,C.Gray,CB,1999,KC,5,0,0,0,0,0,1,9,0.0,0
00-0006316,D.Green,CB,1999,WAS,16,0,0,0,0,3,15,48,0.0,33
00-0006322,E.Green,WR,1999,IND,11,21,44,287,0,0,0,0,0.0,0
00-0006331,J.Green,WR,1999,TB,16,56,100,791,3,0,0,2,0.0,0
00-0006359,Y.Green,WR,1999,MIA,8,18,40,234,0,0,0,2,0.0,0
00-0006395,D.Greer,CB,1999,BUF,8,0,0,0,0,1,3,8,0.0,0
00-0006431,D.Griffin,WR,1999,CIN,12,12,21,112,0,0,0,6,0.0,0
00-0006627,A.Hakim,WR,1999,STL,14,31,50,614,8,0,0,2,0.0,0
00-0006877,A.Harper,WR,1999,DAL,2,0,2,0,0,0,0,0,0.0,0
00-0006915,A.Harris,CB,1999,PHI,16,0,0,0,0,4,15,32,0.0,151
00-0006927,C.Harris,S,1999,BAL,15,0,0,0,0,1,1,29,1.0,24
00-0006960,J.Harris,S,1999,OAK,1,0,0,0,0,0,0,1,0.0,0
00-0006977,M.Harris,WR,1999,SF,15,6,14,66,0,0,0,5,0.0,0
00-0006994,R.Harris,WR,1999,ATL,9,10,19,164,0,0,0,8,0.0,0
00-0007007,W.Harris,CB,1999,CHI,14,0,0,0,0,1,14,54,1.0,-1
00-0007024,M.Harrison,WR,1999,IND,16,115,193,1663,12,0,0,1,0.0,0
00-0007030,R.Harrison,S,1999,SD,6,0,0,0,0,1,8,30,1.0,0
00-0007093,A.Hastings,WR,1999,NO,15,40,64,564,1,0,0,1,0.0,0
00-0007103,M.Hatchette,WR,1999,MIN,9,9,19,180,2,0,0,1,0.0,0
00-0007120,C.Hawkins,WR,1999,PIT,11,30,55,285,0,0,0,1,0.0,0
00-0007144,D.Hayes,WR,1999,CAR,12,11,29,270,2,0,0,0,0.0,0
00-0007468,I.Hilliard,WR,1999,NYG,16,72,121,996,3,0,0,3,0.0,0
00-0007681,T.Holt,WR,1999,STL,15,49,91,752,5,0,0,1,0.0,0
00-0007744,J.Horn,WR,1999,KC,15,35,59,586,6,0,0,5,0.0,0
00-0007749,T.Horne,WR,1999,STL,11,0,1,0,0,0,0,10,0.0,0
00-0007798,D.Howard,WR,1999,DET,13,0,1,0,0,0,0,0,0.0,0
00-0007924,J.Hundon,WR,1999,CIN,2,1,2,5,0,0,0,1,0.0,0
00-0008044,M.Irvin,WR,1999,DAL,4,10,19,167,3,0,0,0,0.0,0
00-0008059,Q.Ismail,WR,1999,BAL,15,64,133,1059,6,0,0,4,0.0,0
00-0008060,R.Ismail,WR,1999,DAL,16,80,131,1097,6,0,0,1,0.0,0
00-0008099,C.Jackson,S,1999,MIA,13,0,0,0,0,0,5,36,1.0,0
00-0008115,D.Jackson,S,1999,TB,9,0,0,0,0,0,0,6,0.0,0
00-0008156,L.Jackson,WR,1999,JAX,3,0,2,0,0,0,0,0,0.0,0
00-0008210,W.Jackson,WR,1999,CIN,15,31,63,369,2,0,0,1,0.0,0
00-0008229,N.Jacquet,WR,1999,MIA,13,1,5,18,0,0,0,2,0.0,0
00-0008265,T.James,CB,1999,DEN,13,0,0,0,0,5,11,31,0.0,59
00-0008300,P.Jeffers,WR,1999,CAR,14,63,100,1082,12,0,0,2,0.0,0
00-0008313,S.Jefferson,WR,1999,NE,16,40,76,698,6,0,0,2,0.0,0
00-0008323,G.Jeffries,CB,1999,MIA,8,0,0,0,0,0,0,7,0.0,0
00-0008329,D.Jells,WR,1999,PHI,14,10,28,180,2,0,0,3,0.0,0
00-0008335,B.Jenkins,S,1999,STL,15,0,0,0,0,2,8,66,1.0,16
00-0008339,D.Jenkins,CB,1999,BAL,15,0,0,0,0,0,10,48,0.0,0
00-0008400,J.Jett,WR,1999,OAK,16,39,79,552,2,0,0,0,0.0,0
00-0008454,C.Johnson,WR,1999,PHI,11,34,72,414,1,0,0,2,0.0,0
00-0008560,K.Johnson,WR,1999,CLE,16,66,136,986,8,0,0,3,0.0,0
00-0008561,K.Johnson,WR,1999,NYJ,16,89,147,1170,8,0,0,4,0.0,0
00-0008575,M.Johnson,WR,1999,PIT,3,2,9,23,0,0,0,0,0.0,0
00-0008598,P.Johnson,WR,1999,BAL,10,29,58,526,3,0,0,1,0.0,0
00-0008704,C.Jones,WR,1999,SD,8,10,18,90,1,0,0,0,0.0,0
00-0008763,I.Jones,WR,1999,IND,1,1,3,8,0,0,0,0,0.0,0
00-0008907,C.Jordan,WR,1999,GB,6,3,10,60,0,0,0,1,0.0,0
00-0008962,J.Jurevicius,WR,1999,NYG,13,18,40,318,1,0,0,1,0.0,0
00-0009106,B.Kelly,CB,1999,TB,15,0,0,0,0,1,12,25,0.0,26
00-0009163,E.Kennison,WR,1999,NO,16,61,127,835,4,0,0,4,0.0,0
00-0009165,J.Kent,WR,1999,TEN,4,3,6,42,0,0,0,1,0.0,0
00-0009687,T.Law,CB,1999,NE,13,0,0,0,0,2,9,43,0.5,20
00-0009849,D.Lewis,CB,1999,SD,12,0,0,0,0,4,12,33,0.0,9
00-0009869,J.Lewis,WR,1999,BAL,14,25,54,281,2,0,0,2,0.0,0
00-0010007,K.Lockett,WR,1999,KC,16,34,56,426,2,0,0,1,0.0,0
00-0010092,K.Loud,WR,1999,BUF,3,6,9,66,0,0,0,0,0.0,0
00-0010173,T.Lyght,CB,1999,STL,15,0,0,0,0,5,10,44,1.5,112
00-0010264,S.Madison,CB,1999,MIA,15,0,0,0,0,7,12,35,0.0,164
00-0010477,T.Martin,WR,1999,MIA,15,67,117,1037,5,0,0,1,0.0,0
00-0010500,D.Mason,WR,1999,TEN,13,8,19,89,0,0,0,0,0.0,0
00-0010539,T.Mathis,WR,1999,ATL,16,81,153,1016,6,0,0,4,0.0,0
00-0010599,D.Mayes,WR,1999,SEA,16,62,103,829,10,0,0,5,0.0,0
00-0010646,G.McBurrows,S,1999,ATL,13,0,0,0,0,2,5,34,1.0,64
00-0010650,E.McCaffrey,WR,1999,DEN,15,71,123,1018,7,0,0,5,0.0,0
00-0010668,K.McCardell,WR,1999,JAX,16,78,147,891,5,0,0,1,0.0,0
00-0010700,J.McCleskey,CB,1999,ARI,12,0,0,0,0,1,3,15,0.0,2
00-0010762,A.McCullough,WR,1999,ARI,2,3,6,45,0,0,0,0,0.0,0
00-0010786,J.McDaniel,WR,1999,BUF,1,0,0,0,0,0,0,1,0.0,0
00-0010796,D.McDonald,WR,1999,TB,7,9,15,96,1,0,0,0,0.0,0
00-0010810,T.McDonald,S,1999,SF,16,0,0,0,0,2,4,46,2.0,18
00-0010824,O.McDuffie,WR,1999,MIA,12,43,80,516,2,0,0,0,0.0,0
00-0010843,W.McGarity,WR,1999,DAL,5,7,19,70,0,0,0,2,0.0,0
00-0010892,T.McGriff,WR,1999,DEN,6,3,7,37,0,0,0,0,0.0,0
00-0010942,K.McKenzie,WR,1999,MIA,1,2,3,18,0,0,0,0,0.0,0
00-0010944,M.McKenzie,CB,1999,GB,15,0,0,0,0,6,18,48,0.0,4
00-0011013,M.McMillian,CB,1999,WAS,14,0,0,0,0,2,3,49,1.5,24
00-0011053,R.McQuarters,CB,1999,SF,11,0,0,0,0,1,5,25,0.0,25
00-0011151,E.Metcalf,WR,1999,CAR,16,11,22,133,0,0,0,0,0.0,0
00-0011187,T.Mickens,WR,1999,OAK,14,20,40,261,0,0,0,5,0.0,0
00-0011213,G.Milburn,WR,1999,CHI,16,20,30,151,0,0,0,0,0.0,0
00-0011326,L.Milloy,S,1999,NE,16,0,0,0,0,4,7,61,2.0,17
00-0011328,E.Mills,WR,1999,DAL,11,30,53,325,0,0,0,1,0.0,0
00-0011568,H.Moore,WR,1999,DET,6,16,31,197,2,0,0,0,0.0,0
00-0011601,R.Moore,WR,1999,ARI,13,37,96,621,5,0,0,5,0.0,0
00-0011641,S.Morey,WR,1999,NE,2,0,0,0,0,0,0,3,0.0,0
00-0011727,J.Morton,WR,1999,DET,16,80,132,1129,5,0,0,0,0.0,0
00-0011754,R.Moss,WR,1999,MIN,16,80,137,1413,11,0,0,2,0.0,0
00-0011770,E.Moulds,WR,1999,BUF,14,65,115,994,7,0,0,1,0.0,0
00-0011795,M.Muhammad,WR,1999,CAR,15,96,156,1253,8,0,0,3,0.0,0
00-0011854,Y.Murphy,WR,1999,MIN,8,4,8,28,0,0,0,1,0.0,0
00-0011885,G.Myers,S,1999,CIN,11,0,0,0,0,1,5,27,0.0,0
00-0011932,M.Nash,WR,1999,BAL,2,0,3,0,0,0,0,0,0.0,0
00-0012056,A.Newman,S,1999,OAK,16,0,0,0,0,2,5,42,0.0,16
00-0012321,J.Ogden,WR,1999,DAL,14,12,27,144,0,0,0,3,0.0,0
00-0012478,T.Owens,WR,1999,SF,14,60,97,754,4,0,0,0,0.0,0
00-0012569,L.Parker,WR,1999,KC,5,0,0,0,0,0,0,0,0.0,0
00-0012614,T.Parrish,S,1999,CHI,16,0,0,0,0,1,7,74,0.0,41
00-0012637,J.Pathon,WR,1999,IND,8,14,32,163,0,0,0,2,0.0,0
00-0012642,D.Patten,WR,1999,NYG,16,9,28,115,0,0,0,2,0.0,0
00-0012764,C.Penn,WR,1999,SD,14,17,38,257,1,0,0,1,0.0,0
00-0012953,C.Pickens,WR,1999,CIN,16,57,107,737,6,0,0,1,0.0,0
00-0013097,K.Poole,WR,1999,NO,15,42,86,796,6,0,0,2,0.0,0
00-0013111,M.Pope,S,1999,CLE,16,0,0,0,0,2,5,67,0.0,15
00-0013154,D.Pounds,CB,1999,WAS,10,0,0,0,0,3,4,16,1.0,37
00-0013176,R.Powell,WR,1999,CLE,14,1,1,45,0,0,0,7,0.0,0
00-0013214,R.Preston,WR,1999,SF,7,0,0,0,0,0,0,0,0.0,0
00-0013232,P.Price,WR,1999,BUF,15,31,69,393,3,0,0,2,0.0,0
00-0013255,P.Prioleau,S,1999,SF,13,0,0,0,0,0,10,33,0.0,0
00-0013258,M.Pritchard,WR,1999,SEA,13,26,48,375,2,0,0,0,0.0,0
00-0013268,R.Proehl,WR,1999,STL,13,31,44,325,0,0,0,0,0.0,0
00-0013499,A.Reed,WR,1999,BUF,16,52,93,536,1,0,0,1,0.0,0
00-0013512,J.Reed,WR,1999,MIN,15,44,77,643,2,0,0,1,0.0,0
00-0013523,R.Reed,WR,1999,SD,3,1,1,1,0,0,0,2,0.0,0
00-0013623,J.Rhinehart,CB,1999,ARI,6,0,0,0,0,0,0,8,0.0,0
00-0013639,J.Rice,WR,1999,SF,16,67,124,830,5,0,0,2,0.0,0
00-0013643,R.Rice,S,1999,DET,16,0,0,0,0,5,9,70,1.0,82
00-0013770,A.Rison,WR,1999,KC,15,21,45,218,0,0,0,1,0.0,0
00-0013888,M.Robinson,WR,1999,CHI,16,84,149,1400,9,0,0,2,0.0,0
00-0013995,S.Rolle,CB,1999,TEN,16,0,0,0,0,4,12,50,3.0,65
00-0014319,C.Sanders,WR,1999,TEN,15,20,48,336,1,0,0,2,0.0,0
00-0014324,D.Sanders,CB,1999,DAL,14,4,9,24,0,3,6,37,0.0,2
00-0014328,F.Sanders,WR,1999,ARI,16,79,153,954,1,0,0,4,0.0,0
00-0014489,B.Schroeder,WR,1999,GB,16,74,123,1051,5,0,0,2,0.0,0
00-0014504,L.Schulters,S,1999,SF,13,0,0,0,0,6,9,52,0.0,127
00-0014539,C.Scott,CB,1999,PIT,13,0,0,0,0,1,10,44,0.0,16
00-0014544,D.Scott,WR,1999,CIN,16,68,123,1022,7,0,0,3,0.0,0
00-0014674,K.Serwanga,CB,1999,NE,14,0,0,0,0,3,5,33,1.0,2
00-0014692,S.Shade,S,1999,WAS,16,0,0,0,0,2,12,76,1.5,7
00-0014729,B.Shaw,WR,1999,PIT,10,28,43,387,3,0,0,1,0.0,0
00-0014743,T.Shaw,CB,1999,SD,7,0,0,0,0,0,3,19,0.0,0
00-0014753,K.Shedd,WR,1999,OAK,7,0,2,0,0,0,0,6,0.0,0
00-0014790,L.Shepherd,WR,1999,CLE,9,23,58,274,0,0,0,0,0.0,0
00-0014918,T.Simmons,WR,1999,NE,13,19,33,276,2,0,0,2,0.0,0
00-0015063,T.Small,WR,1999,PHI,15,49,99,655,4,0,0,0,0.0,0
00-0015218,J.Smith,WR,1999,JAX,16,116,177,1636,6,0,0,1,0.0,0
00-0015238,K.Smith,CB,1999,DAL,7,0,0,0,0,1,7,10,0.0,16
00-0015270,O.Smith,CB,1999,NYJ,1,0,0,0,0,0,2,3,0.0,0
00-0015290,R.Smith,WR,1999,DEN,15,79,137,1020,4,0,0,3,0.0,0
00-0015331,T.Smith,WR,1999,PHI,1,1,1,14,0,0,0,0,0.0,0
00-0015437,P.Sparks,CB,1999,NYG,11,0,0,0,0,1,9,50,0.0,28
00-0015495,S.Springs,CB,1999,SEA,16,0,0,0,0,5,14,59,0.0,77
00-0015507,B.Stablein,WR,1999,DET,11,11,26,119,1,0,0,1,0.0,0
00-0015723,B.Still,WR,1999,ATL,5,10,25,110,0,0,0,1,0.0,0
00-0015751,J.Stokes,WR,1999,SF,16,34,77,429,3,0,0,3,0.0,0
00-0015754,B.Stokley,WR,1999,BAL,1,0,3,0,0,0,0,0,0.0,0
00-0015759,D.Stone,WR,1999,NYJ,15,0,5,0,0,0,0,8,0.0,0
00-0015811,T.Streets,WR,1999,SF,1,2,3,25,0,0,0,0,0.0,0
00-0015915,P.Surtain,CB,1999,MIA,14,0,0,0,0,2,5,29,2.0,28
00-0016082,B.Taylor,CB,1999,PHI,15,0,0,0,0,4,17,36,0.0,59
00-0016214,Y.Thigpen,WR,1999,TEN,10,38,68,648,4,0,0,0,0.0,0
00-0016232,C.Thomas,WR,1999,STL,6,1,1,6,0,0,0,7,0.0,0
00-0016263,F.Thomas,CB,1999,SEA,1,0,0,0,0,0,1,0,0.0,0
00-0016440,J.Thrash,WR,1999,WAS,13,3,8,44,0,0,0,8,0.0,0
00-0016479,P.Tillman,S,1999,ARI,14,0,0,0,0,2,4,32,0.0,7
00-0016550,A.Toomer,WR,1999,NYG,16,79,136,1183,6,0,0,2,0.0,0
00-0016591,J.Trapp,CB,1999,BAL,10,0,0,0,0,0,1,10,1.0,0
00-0016654,J.Tucker,WR,1999,DAL,15,23,46,439,2,0,0,5,0.0,0
00-0016811,I.Uwaezuoke,WR,1999,DET,10,1,2,5,0,0,0,10,0.0,0
00-0016821,A.Van Dyke,WR,1999,PHI,1,0,2,0,0,0,0,0,0.0,0
00-0016837,T.Vanover,WR,1999,KC,14,0,0,0,0,0,0,0,0.0,0
00-0016924,T.Vincent,S,1999,PHI,14,0,0,0,0,7,19,57,1.0,91
00-0016929,F.Vinson,CB,1999,GB,14,0,0,0,0,2,4,12,1.0,21
00-0017026,D.Walker,CB,1999,TEN,15,0,0,0,0,1,16,38,0.0,27
00-0017110,C.Walsh,WR,1999,MIN,11,2,3,24,1,0,0,9,0.0,0
00-0017160,D.Ward,WR,1999,NYJ,16,22,54,325,3,0,0,2,0.0,0
00-0017162,H.Ward,WR,1999,PIT,16,61,101,638,7,0,0,6,0.0,0
00-0017193,E.Warfield,CB,1999,KC,16,0,0,0,0,3,12,28,0.0,0
00-0017470,M.Westbrook,WR,1999,WAS,16,65,114,1191,9,0,0,2,0.0,0
00-0017611,A.Whitted,WR,1999,JAX,9,0,4,0,0,0,0,3,0.0,0
00-0017697,T.Wilkins,WR,1999,IND,16,42,68,565,4,0,0,0,0.0,0
00-0017847,K.Williams,WR,1999,TB,12,21,33,176,0,0,0,1,0.0,0
00-0017860,K.Williams,WR,1999,BUF,16,31,51,381,0,0,0,2,0.0,0
00-0017922,R.Williams,WR,1999,OAK,2,0,1,0,0,0,0,0,0.0,0
00-0017930,S.Williams,S,1999,NYG,11,0,0,0,0,0,5,12,0.0,0
00-0017961,W.Williams,CB,1999,SEA,13,0,0,0,0,5,16,64,0.0,43
00-0018056,R.Wilson,WR,1999,SEA,2,0,0,0,0,0,0,2,0.0,0
00-0018093,A.Winfield,CB,1999,BUF,16,0,0,0,0,2,6,55,0.0,13
00-0018228,D.Woodson,S,1999,DAL,15,0,0,0,0,2,6,63,1.0,5
00-0018382,C.Yeast,WR,1999,CIN,8,3,8,20,0,0,0,0,0.0,0
00-0018414,F.Young,CB,1999,TB,1,0,0,0,0,0,0,1,0.0,0
00-0018575,D.Hawthorne,CB,1999,DAL,9,0,0,0,0,3,7,20,0.0,-2
00-0000017,D.Abraham,CB,2000,TB,16,0,0,0,0,7,23,44,0.0,82
00-0000145,D.Alexander,WR,2000,KC,15,74,136,1343,10,0,0,2,0.0,0
00-0000204,E.Allen,CB,2000,OAK,16,0,0,0,0,6,14,53,1.0,145
00-0000261,A.Ambrose,CB,2000,ATL,16,0,0,0,0,4,16,32,0.0,139
00-0000387,R.Anthony,WR,2000,TB,16,15,33,232,4,0,0,0,0.0,0
00-0000421,J.Armour,S,2000,CIN,1,0,0,0,0,0,0,1,0.0,0
00-0000559,J.Azumah,CB,2000,CHI,13,0,0,0,0,1,7,23,0.0,2
00-0000585,C.Bailey,CB,2000,WAS,16,3,5,78,0,5,14,53,0.0,48
00-0000598,K.Bailey,WR,2000,SEA,6,6,14,62,1,0,0,1,0.0,0
00-0000696,A.Banks,CB,2000,MIN,7,0,0,0,0,0,0,10,0.0,0
00-0000765,R.Barlow,WR,2000,JAX,14,1,4,28,0,0,0,0,0.0,0
00-0000869,D.Bates,WR,2000,CHI,5,4,7,42,0,0,0,0,0.0,0
00-0000872,M.Bates,WR,2000,CAR,16,5,8,38,0,0,0,10,0.0,0
00-0000939,A.Beasley,CB,2000,JAX,14,0,0,0,0,1,14,42,5.0,39
00-0001266,B.Bishop,S,2000,TEN,16,0,0,0,0,0,7,49,2.5,0
00-0001317,W.Blackwell,WR,2000,PIT,5,2,3,23,0,0,0,0,0.0,0
00-0001388,D.Bly,CB,2000,STL,15,0,0,0,0,3,10,40,1.0,44
00-0001477,M.Booker,WR,2000,CHI,15,47,74,490,2,0,0,3,0.0,0
00-0001532,D.Boston,WR,2000,ARI,16,71,133,1156,7,0,0,3,0.0,0
00-0001582,F.Bownes,WR,2000,SEA,11,0,0,0,0,0,0,10,0.0,0
00-0001627,C.Bradford,WR,2000,GB,3,0,3,0,0,0,0,1,0.0,0
00-0001719,C.Brazzell,WR,2000,DAL,7,2,4,12,0,0,0,6,0.0,0
00-0001783,V.Brisby,WR,2000,NYJ,3,4,10,60,0,0,0,1,0.0,0
00-0001842,M.Brooks,WR,2000,CHI,16,26,50,216,0,0,0,4,0.0,0
00-0001848,R.Brooks,WR,2000,DEN,2,3,4,51,0,0,0,0,0.0,0
00-0001897,C.Brown,S,2000,DET,8,0,0,0,0,2,5,22,0.5,12
00-0001931,E.Brown,S,2000,DEN,16,0,0,0,0,3,7,72,1.0,9
00-0001934,F.Brown,CB,2000,SD,9,0,0,0,0,1,10,29,0.0,-2
00-0002005,N.Brown,WR,2000,PHI,12,9,19,80,1,0,0,0,0.0,0
00-0002058,T.Brown,WR,2000,OAK,16,76,133,1128,11,0,0,2,0.0,0
00-0002068,T.Brown,WR,2000,NE,16,83,118,944,4,0,0,1,0.0,0
00-0002099,I.Bruce,WR,2000,STL,16,87,135,1471,9,0,0,2,0.0,0
00-0002266,D.Burks,WR,2000,CAR,1,0,0,0,0,0,0,0,0.0,0
00-0002328,J.Burris,CB,2000,IND,16,0,0,0,0,4,11,55,3.0,38
00-0002424,L.Butler,S,2000,GB,16,0,0,0,0,2,7,54,2.0,25
00-0002469,I.Byrd,WR,2000,CAR,14,22,44,241,2,0,0,0,0.0,0
00-0002544,C.Calloway,WR,2000,NE,7,5,10,95,0,0,0,0,0.0,0
00-0002613,C.Canty,CB,2000,NO,12,0,0,0,0,0,1,20,0.0,0
00-0002666,K.Carpenter,S,2000,BUF,11,0,0,0,0,5,7,23,0.0,63
